used distances in angstroms:
	H* dissociation: 1.5
	H2 creation: 0.8
	H3O* creation: 2.9
	HO2* creation: 1.5
	H2O2 creation: 1.2
used time step: 0.1000056249320998 fs

iteration #0
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #1
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #2
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #3
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #4
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #5
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #6
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #7
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #8
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #9
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #10
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #11
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #12
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #13
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #14
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #15
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #16
	h2o: 95
	h_diss: 0
	o_diss: 0
	oh_diss: 0
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #17
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #18
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #19
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #20
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #21
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #22
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #23
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #24
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #25
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #26
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #27
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #28
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #29
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #30
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #31
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #32
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #33
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #34
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #35
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #36
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #37
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #38
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #39
	h2o: 93
	h_diss: 0
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 1
	ho2: 0
	h2o2: 0
iteration #40
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #41
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #42
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #43
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #44
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #45
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #46
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #47
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #48
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #49
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #50
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #51
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #52
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #53
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #54
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #55
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #56
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #57
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #58
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #59
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #60
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #61
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #62
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #63
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #64
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #65
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #66
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #67
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #68
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #69
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #70
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #71
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #72
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #73
	h2o: 94
	h_diss: 1
	o_diss: 0
	oh_diss: 1
	h2: 0
	h3o: 0
	ho2: 0
	h2o2: 0
iteration #74
	h2o: 94
	h_diss: 1
	o_diss: 0
